f_id,i_id,precision,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
12,1,9084.907695847129,0.8306,0.8465,0.86695,0.9005,0.8261499999999999,0.84085,0.86245,0.8973,-42.91385,-38.87965,-33.71495,-25.2045,-44.124449999999996,-40.37865,-34.915350000000004,-26.0549,0.58475,19008593097.1761,489084.3804,84125685.32460001,176.90915,0.8055,0.7834,131.68015,1.0,0.10969999999999999,0.062,0.10289999999999999,1.77095,1.0655,0.5985,0.212,0.1011,0.1576,2.08985,1.3512,0.6415500000000001,0.2177,0.11,0.16025,1.9455,1.33825,0.6912499999999999,0.9138,0.86155,1.0,0.8268,8.3734,32547116.0553,7.7528,0.54045,0.0893,0.96045,0.0818,0.07105,-0.3611,0.9,0.9,0.0909,0.8182,0.1205,0.1205,1.0,0.16175
13,1,3273.1696611005905,0.8885000000000001,0.8938999999999999,0.89835,0.91635,0.89015,0.89455,0.89845,0.9165,-28.251800000000003,-26.8767,-25.746499999999997,-21.18815,-27.86505,-26.7653,-25.759999999999998,-21.192999999999998,0.6544,9504561301.2004,151285.5496,100064597.88949999,653.20075,0.7158,0.94235,784.8712,1.0,0.1,0.0563,0.10005,1.7758500000000002,1.0006,0.5645,0.2489,0.09029999999999999,0.0935,2.77405,2.62745,0.9555,0.176,0.12895,0.1008,1.3679000000000001,1.7602,1.27475,0.965,0.3702,9.0,0.8140499999999999,8.2332,18718552.9497,7.5526,0.5487,0.07285,0.95255,0.06620000000000001,0.08195,-0.33745,0.9,0.9,0.0909,0.8182,0.11935,0.11935,1.0,0.16675
14,1,184.18949785512132,0.9509,0.9531000000000001,0.9511499999999999,0.9527,0.9507,0.952,0.9512,0.95275,-12.43995,-11.878,-12.3881,-11.979800000000001,-12.514299999999999,-12.183150000000001,-12.3797,-11.99,0.7302,5526599884.3915,141089.43185,90037866.4013,641.4633,0.8144,0.9161,957.83715,1.0,0.1,0.042550000000000004,0.1,2.34945,1.0,0.4256,0.2815,0.06795000000000001,0.1709,4.1198,1.6233499999999998,0.38795,0.0754,0.07765,0.06845000000000001,0.97695,1.09415,1.1191,1.2843499999999999,0.80155,20.0,0.7498,8.1732,8164167.6049,7.2923,0.5570999999999999,0.064,0.9416,0.0663,0.09525,-0.26565,0.9,0.9,0.0909,0.8182,0.12035,0.12035,1.0,0.1698
15,1,290.1552346363061,0.9422,0.9453,0.9474,0.9507,0.94225,0.9458,0.94735,0.9511499999999999,-14.63825,-13.8521,-13.330449999999999,-12.4934,-14.6556,-13.7492,-13.3561,-12.39995,0.25285,10141024332.1915,405384.16760000004,89649822.64199999,224.8587,0.47805,0.7744,626.9108,1.0,0.1,0.0637,0.1,1.57015,1.0,0.6368499999999999,0.25,0.1037,0.06905,2.4111000000000002,3.6199000000000003,1.5307,0.32775,0.0959,0.0772,3.4154,4.2366,1.2075,1.3676,1.50675,19.0,0.78705,8.4935,27066520.7003,7.7528,0.5642,0.06735,0.94205,0.0635,0.095,-0.3391,0.9,0.9,0.0909,0.9091,0.1207,0.1207,1.0,0.13915
16,1,120.64426879065809,0.8625499999999999,0.8783,0.8956,0.9309000000000001,0.863,0.87835,0.8954500000000001,0.9294,-34.82855,-30.83405,-26.44115,-17.5092,-34.77335,-30.877850000000002,-26.536,-17.9115,0.3392,17735.4062,0.87705,204.75254999999999,246.5672,0.6821999999999999,0.5402,278.09804999999994,0.98405,0.09855,0.08175,0.09670000000000001,1.208,1.02315,0.8446499999999999,0.24109999999999998,0.1313,0.14329999999999998,1.8702999999999999,1.69555,0.90045,0.30535,0.10200000000000001,0.13990000000000002,2.98565,2.18575,0.74085,3.4482,13.82815,8.0,0.7308,3.0681,13.38405,1.6867,0.5602,0.08245,0.9486,0.077,0.0864,-0.22045,0.9,0.9,0.0909,0.9091,0.11885000000000001,0.11885000000000001,1.0,0.1463
17,1,52.17496692890097,0.8692500000000001,0.8815999999999999,0.8914500000000001,0.91385,0.8705499999999999,0.88165,0.8915500000000001,0.9137500000000001,-33.1215,-29.9918,-27.50125,-21.82515,-32.8545,-30.022750000000002,-27.51895,-21.89315,0.32925000000000004,622219.60405,30.39125,12486.627499999999,403.11625000000004,0.39975,0.6104,977.94745,0.8801,0.1,0.09054999999999999,0.10045000000000001,1.1042,0.9956499999999999,0.8969499999999999,0.2921,0.1348,0.16735,2.18145,1.7514500000000002,0.8029,0.28415,0.16,0.1504,1.78605,1.89025,1.06155,4.1549499999999995,21.436999999999998,27.5,0.67155,4.8899,300.32595,3.3283,0.5736,0.07035,0.9505,0.0655,0.08435000000000001,-0.22855,0.9,0.9,0.0909,0.9091,0.1212,0.1212,1.0,0.1454
18,1,4953.305423597489,0.85725,0.8734999999999999,0.89315,0.9248000000000001,0.85865,0.8733500000000001,0.8917999999999999,0.92405,-36.1737,-32.040099999999995,-27.07055,-19.060000000000002,-35.864999999999995,-32.156549999999996,-27.4608,-19.27015,0.7121999999999999,28426593903.389,764392.3331500001,239696153.95795,317.02715,0.91025,0.804,252.92155,1.0,0.10175000000000001,0.032799999999999996,0.09029999999999999,3.0899,1.12825,0.3684,0.13885,0.06565,0.06935,2.0694,1.9835500000000001,0.9714499999999999,0.13855,0.0755,0.06709999999999999,1.7881,2.10385,1.1268,1.2974999999999999,1.5397500000000002,10.0,0.79425,8.7137,49282495.7004,7.953,0.5306500000000001,0.08045,0.95075,0.0729,0.0829,-0.30025,0.9,0.9,0.0909,0.8182,0.11910000000000001,0.11910000000000001,1.0,0.16945
19,1,649.8248806298734,0.89655,0.9051499999999999,0.91675,0.9376,0.898,0.9052,0.9167000000000001,0.93765,-26.19905,-24.03485,-21.081400000000002,-15.80725,-25.88955,-24.050800000000002,-21.136200000000002,-15.8202,0.8177,22052307096.41695,625749.6657,331288773.47635,533.2824,0.9155,0.90225,415.39374999999995,0.9998,0.11645,0.036449999999999996,0.11825,3.2361500000000003,0.98095,0.3045,0.109,0.0559,0.1074,1.9351,1.0307,0.5318,0.0374,0.0381,0.03815,0.97315,0.97055,0.9998499999999999,1.2328000000000001,0.8085,19.0,0.74675,8.6937,31813968.897,7.8328,0.54265,0.0723,0.94505,0.07275000000000001,0.09005,-0.26505,0.9,0.9,0.0909,0.8182,0.12145,0.12145,1.0,0.17395
20,1,38.58135702985294,0.95285,0.96435,0.9739,0.9783999999999999,0.95365,0.9649000000000001,0.9739500000000001,0.9781,-11.948699999999999,-9.0288,-6.6152999999999995,-5.46615,-11.76465,-8.918949999999999,-6.6026,-5.56035,0.1279,3263.32055,0.015200000000000002,1.8190499999999998,116.94720000000001,0.1306,0.1699,81.693,0.18669999999999998,0.1,0.1,0.1,1.0,1.0,1.0,0.25175000000000003,0.25145,0.25265,1.00225,0.99675,0.9956,0.38345,0.37555,0.3837,1.0204499999999999,0.99855,0.9776,0.1061,-0.16785,1.0,0.87165,1.1461,2.3193,0.5856,0.6601999999999999,0.055249999999999994,0.91695,0.05285,0.11825,-0.58255,0.9,0.9,0.5455,0.9091,0.1203,0.1203,0.78415,0.1251
21,1,216.9154857127819,0.8041499999999999,0.8239000000000001,0.85575,0.91935,0.7867500000000001,0.8175,0.85405,0.9198,-49.623400000000004,-44.6152,-36.5475,-20.4414,-54.13485,-46.322649999999996,-37.04005,-20.3506,0.30525,3012.4312,0.55305,5.641349999999999,10.60125,0.52315,0.31655,18.37325,0.59545,0.0772,0.0646,0.0724,1.1825,1.0578500000000002,0.89445,0.10969999999999999,0.09575,0.10114999999999999,1.1495,1.0768499999999999,0.9435,0.12695,0.10855000000000001,0.11225,1.1677499999999998,1.1493,0.9864999999999999,4.9303,35.1411,5.0,0.7657,1.6266,0.4213,0.0651,0.5529999999999999,0.0822,0.9441,0.08245,0.08775,-0.2031,0.9,0.9,0.0909,0.9091,0.11975,0.11975,0.97055,0.1434
22,1,101.61107879917449,0.6825,0.77315,0.8624,0.94435,0.6738999999999999,0.76015,0.8502000000000001,0.94265,-80.429,-57.47265,-34.8544,-14.0983,-82.77735,-60.89495,-38.022149999999996,-14.5583,0.10155,6309.236,0.09889999999999999,2.35835,23.5205,0.26605,0.16554999999999997,5.431900000000001,0.42205,0.09295,0.07655,0.08645,1.20825,1.0714000000000001,0.88765,0.22935,0.18975,0.2107,1.1947,1.08795,0.9080999999999999,0.4199,0.3607,0.3966,1.1639499999999998,1.0572499999999998,0.9092,-0.66105,1.2274,1.0,0.8645,1.4264,4.223,0.8659,0.637,0.05895,0.92995,0.059300000000000005,0.10525000000000001,-0.55445,0.9,0.9,0.0909,0.9091,0.1192,0.1192,0.94885,0.12225
23,1,315.7765319370126,0.77145,0.8435,0.8934,0.9526,0.77085,0.8422499999999999,0.8932,0.9522,-57.902,-39.6503,-26.99905,-12.00935,-58.149249999999995,-40.039199999999994,-27.0973,-12.13055,0.81525,4213.306200000001,0.09375,7.83225,83.94305,0.8448,0.8219,12.780249999999999,0.8632,0.037,0.02735,0.037,1.35615,1.00505,0.7403500000000001,0.0419,0.04715,0.052750000000000005,0.8953,0.8101,0.8962,0.08445,0.08225,0.0841,1.0334500000000002,1.0037500000000001,0.9742999999999999,0.5544,-0.519,5.0,0.8063,1.3263,2.4860499999999996,0.6657,0.5599000000000001,0.0664,0.9367,0.09385,0.095,-0.35350000000000004,0.9,0.9,0.0909,0.8182,0.1193,0.1193,0.96825,0.1731
24,1,347.08217547580125,0.7917,0.84495,0.8858,0.93415,0.78695,0.845,0.8854500000000001,0.9337,-52.768299999999996,-39.2923,-28.93695,-16.67755,-54.063050000000004,-39.34115,-29.0761,-16.8325,0.6165,4135.183150000001,1.18655,4.87135,4.07535,0.6940999999999999,0.6384000000000001,22.2526,0.76105,0.0448,0.0374,0.04335,1.21275,1.02705,0.85515,0.0627,0.0621,0.06609999999999999,0.99505,0.9425,0.95295,0.12669999999999998,0.1157,0.1211,1.0987,1.0543,0.9535,1.3641999999999999,4.07235,2.0,0.8127,1.3463,1.9288,0.5355,0.5365,0.07545,0.94905,0.09104999999999999,0.08424999999999999,-0.34735,0.9,0.9,0.0909,0.8182,0.12015,0.12015,0.95185,0.16385
25,1,445.63419576134856,0.69895,0.7562,0.8015,0.8665,0.6970000000000001,0.7535000000000001,0.80025,0.86555,-76.2656,-61.7742,-50.27615,-33.818,-76.88875,-62.567099999999996,-50.699,-34.12805,0.36970000000000003,13468.5553,1.7931,33.7585,19.07325,0.5427,0.6769499999999999,3.49655,0.91785,0.0936,0.0701,0.0884,1.3347,1.06175,0.7907500000000001,0.20329999999999998,0.14,0.1794,1.4628999999999999,1.131,0.7707,0.2762,0.16865000000000002,0.23445,1.63835,1.1806,0.72285,1.3709,2.97555,2.0,0.81675,2.2673,18.4615,1.5666,0.5498000000000001,0.11345,0.96695,0.1047,0.06215,-0.38485,0.9,0.9,0.0909,0.9091,0.11960000000000001,0.11960000000000001,0.9992,0.14700000000000002
26,1,347.14935499831336,0.7759,0.8377,0.86785,0.9068499999999999,0.7625500000000001,0.8292999999999999,0.86225,0.9049499999999999,-56.77785,-41.117850000000004,-33.4848,-23.5958,-60.25625,-43.311,-34.95675,-24.134549999999997,0.44445,8721.18085,0.6636,23.920050000000003,36.7432,0.68245,0.52755,11.551449999999999,0.8128,0.10225000000000001,0.07494999999999999,0.09914999999999999,1.36325,1.0308000000000002,0.76145,0.20115,0.1201,0.16499999999999998,1.6603,1.2268,0.7401,0.2071,0.129,0.152,1.62245,1.3646500000000001,0.85755,2.4843,9.59565,4.0,0.7978000000000001,2.047,5.8313,1.046,0.5464,0.09635,0.95575,0.0945,0.07594999999999999,-0.30125,0.9,0.9,0.0909,0.9091,0.12035,0.12035,0.9973,0.15525
27,1,403.25563736478875,0.8685,0.90675,0.9331,0.9587,0.86395,0.90115,0.931,0.95755,-33.314049999999995,-23.61495,-16.94155,-10.462,-34.5386,-25.076549999999997,-17.5049,-10.76905,0.22365,6675.77565,0.6992499999999999,14.83085,20.4466,0.739,0.35695,150.9204,0.9047000000000001,0.09340000000000001,0.05445,0.08225,1.71255,1.13125,0.6649,0.20925,0.0927,0.0878,2.2526,2.4046,1.0592,0.30255,0.09875,0.10485,3.09635,2.87865,0.94065,2.5061,9.5845,6.0,0.78425,2.027,5.5686,1.1061,0.5461,0.0727,0.94415,0.0768,0.09035,-0.3069,0.9,0.9,0.0909,0.9091,0.1202,0.1202,0.9972,0.13574999999999998
28,1,594.8494933164004,0.8288,0.8563000000000001,0.8756999999999999,0.91,0.8168,0.84935,0.86925,0.90675,-43.37645,-36.41365,-31.497,-22.8054,-46.49585,-38.2275,-33.17845,-23.6547,0.45965,7214.8323,0.44665,22.19155,47.9881,0.7495,0.55505,45.63865,0.8987,0.09555,0.0621,0.09129999999999999,1.54175,1.0511,0.69205,0.19990000000000002,0.1128,0.16310000000000002,1.7878500000000002,1.2329500000000002,0.69505,0.2333,0.13374999999999998,0.17830000000000001,1.73575,1.31515,0.7584500000000001,2.27535,9.0459,3.0,0.7991,1.9069,5.0782,1.026,0.5392999999999999,0.08965000000000001,0.95715,0.0907,0.07465,-0.311,0.9,0.9,0.0909,0.9091,0.12154999999999999,0.12154999999999999,0.9958,0.15485
29,1,309.15859749396486,0.89655,0.91075,0.92305,0.9410000000000001,0.8963,0.9102,0.92285,0.9405,-26.2081,-22.6193,-19.48845,-14.9582,-26.3269,-22.791249999999998,-19.5905,-15.10825,0.11055000000000001,4190603.59855,746.42525,61951.9565,80.6429,0.3119,0.1889,65.0221,0.5491999999999999,0.1055,0.0654,0.10505,1.6233,1.00295,0.62115,0.26295,0.09325,0.1196,2.82945,2.22595,0.79625,0.2376,0.0991,0.0864,2.38795,2.72885,1.1404,10.4713,168.5852,59.5,0.61375,5.9109,176.7044,3.5686,0.5485,0.07619999999999999,0.9483,0.07705000000000001,0.0864,-0.14095000000000002,0.9,0.9,0.0909,0.9091,0.1192,0.1192,1.0,0.125
