f_id,i_id,precision,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
11,1,625.545910678211,0.9679,0.9757,0.98065,0.9867,0.968,0.97575,0.9803999999999999,0.9864999999999999,-8.1341,-6.1617999999999995,-4.90095,-3.36895,-8.11805,-6.1564499999999995,-4.9751,-3.4238999999999997,0.0281,5151.2088,0.027700000000000002,1.22635,47.270799999999994,0.0315,0.0335,22.9281,0.044399999999999995,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2502,0.2501,0.999,0.9995,1.0005,0.45035000000000003,0.4472,0.45325000000000004,1.002,0.99625,0.9913000000000001,-0.020499999999999997,-0.0668,1.0,0.8722,1.4464,4.4223,0.8659,0.6646,0.04605,0.9142,0.0505,0.12075,-0.6157,0.9,0.9,0.0909,0.9091,0.12104999999999999,0.12104999999999999,0.92225,0.1126
12,1,0.11862209109597188,0.9956,0.99585,0.9975,0.99975,0.99615,0.9952000000000001,0.9973,0.9999,-1.12655,-1.0518,-0.6342,-0.06265000000000001,-0.97645,-1.22335,-0.6771499999999999,-0.017849999999999998,-0.0003,1216.2228,0.0001,0.0025,26.6199,-5.4490450000000006e-05,-0.00015000000000000001,22.25975,-0.0013,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.50075,0.4999,0.501,1.0008499999999998,0.9996,0.99925,0.5139499999999999,-0.1175,1.0,0.87,-0.5355,0.0461,-1.0961,0.66595,0.044300000000000006,0.9114,0.04345,0.12345,-0.5727,0.9,0.9,0.8182,0.9091,0.11985000000000001,0.11985000000000001,0.1197,0.109
13,1,0.19756328559822123,0.6700999999999999,0.73775,0.7917,0.8684499999999999,0.67085,0.7388,0.79295,0.8697,-83.58494999999999,-66.447,-52.76945,-33.3313,-83.51135,-66.28819999999999,-52.547349999999994,-33.07785,0.8185,1314.32305,0.0005,0.0564,106.1617,0.8343,0.9876,3.8994,1.0,0.0717,0.044700000000000004,0.0637,1.6076000000000001,1.1202999999999999,0.69255,0.1181,0.07944999999999999,0.09085,1.4895,1.27305,0.8674999999999999,0.12874999999999998,0.0948,0.10185,1.35325,1.25105,0.9224,0.5635,0.043800000000000006,1.0,0.8262,-1.016,0.0139,-1.6366,0.5319,0.12840000000000001,0.96715,0.1227,0.0606,-0.35109999999999997,0.9,0.9,0.8182,0.8182,0.1207,0.1207,0.12075,0.17495
14,1,0.26165483396232503,0.6631499999999999,0.7262500000000001,0.7767,0.85165,0.6627,0.7279500000000001,0.7784,0.853,-85.3447,-69.36435,-56.562200000000004,-37.576049999999995,-85.64155,-69.04775000000001,-56.2335,-37.31675,0.5302,1586.2767,0.014700000000000001,0.43405000000000005,29.20695,0.6550499999999999,0.8793500000000001,3.09955,1.0,0.0916,0.058300000000000005,0.0839,1.5486,1.0885,0.70075,0.18,0.10769999999999999,0.13905,1.6729500000000002,1.28415,0.7706999999999999,0.2263,0.13755,0.15775,1.64155,1.4327,0.8673500000000001,0.5085500000000001,0.32955,1.0,0.8368,0.1652,0.2262,-0.4154,0.5466,0.13255,0.9701500000000001,0.12315,0.05735,-0.40449999999999997,0.9,0.9,0.9091,0.9091,0.1201,0.1201,0.17955,0.15845
15,1,0.9292497793943539,0.6818,0.747,0.8012999999999999,0.8756,0.68235,0.74795,0.8029999999999999,0.8765000000000001,-80.60985,-64.10665,-50.3404,-31.518900000000002,-80.6109,-63.95815,-49.9844,-31.3408,0.2026,171199498.7491,18145.34495,2741403.9793499997,153.88524999999998,0.33785,0.37829999999999997,159.88585,0.79705,0.10305,0.08195,0.1004,1.26335,1.0394999999999999,0.81785,0.2362,0.14725,0.17375000000000002,1.5968,1.35425,0.8453999999999999,0.26755,0.16515,0.17565,1.6109499999999999,1.5345,0.9480999999999999,6.574,61.9831,35.0,0.6967,7.4324,67581.8117,5.6306,0.5609999999999999,0.10039999999999999,0.96175,0.0912,0.06764999999999999,-0.18325,0.9,0.9,0.0909,0.9091,0.1194,0.1194,1.0,0.13395
16,1,2.5993319291630996,0.93975,0.9551000000000001,0.9633499999999999,0.97655,0.9394,0.95365,0.9625,0.9763,-15.26715,-11.3658,-9.2775,-5.9338,-15.3791,-11.75855,-9.51515,-6.01985,-0.0002,1605.0005500000002,1.5788e-06,0.0001,21.10725,-0.0012000000000000001,-0.0003,31.26345,-0.0039,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25129999999999997,0.25045,0.99475,0.9985,1.00225,0.5005,0.49855,0.50115,1.0039,1.0016,0.99605,0.00255,4.2986,7.5,0.80885,-1.997,0.0007,-2.8579,0.661,0.05115,0.9183,0.0542,0.11515,-0.593,0.9,0.9,0.8182,0.9091,0.11875,0.11875,0.11875,0.108
17,1,2021.3686995832797,0.92655,0.9339,0.94975,0.97055,0.9273499999999999,0.9326,0.94965,0.9711,-18.607550000000003,-16.7406,-12.72755,-7.4586500000000004,-18.429949999999998,-17.0974,-12.775549999999999,-7.3472,0.0299,3414854382.3615,163940.82675,8130530.21415,46.8952,0.8431500000000001,0.19419999999999998,222.92295000000001,1.0,0.1,0.06185,0.1,1.6178,1.0,0.6181000000000001,0.25,0.081,0.0853,3.0865,2.9318999999999997,0.9279,0.4488,0.0622,0.0321,7.1592,13.82665,1.91605,2.1286,5.545249999999999,15.0,0.76155,8.0931,7109709.4323,7.2322,0.55985,0.06745,0.94265,0.07205,0.0938,-0.2873,0.9,0.9,0.0909,0.9091,0.11985,0.11985,1.0,0.11225
18,1,5070.131706739274,0.90245,0.9029,0.90895,0.9245,0.90315,0.9027499999999999,0.9088,0.9236,-24.7128,-24.5992,-23.071199999999997,-19.126,-24.586199999999998,-24.6784,-23.1417,-19.382550000000002,0.111,6899946938.02135,102250.8424,25096241.44585,242.7768,0.4204,0.701,620.2007,1.0,0.1,0.0741,0.1,1.3503500000000002,1.0,0.7482500000000001,0.25,0.13255,0.1436,1.8859,1.7406,0.9029,0.40395000000000003,0.11785,0.20495,3.4235499999999996,1.9599,0.5699000000000001,0.9469,0.80295,7.5,0.8267,8.1331,17875255.259,7.5325,0.5572,0.07045000000000001,0.9525,0.06475,0.08215,-0.4136,0.9,0.9,0.0909,0.9091,0.1195,0.1195,1.0,0.1231
19,1,1.7782119913576935,0.83445,0.85885,0.88305,0.91795,0.8351,0.85975,0.8829,0.9179,-41.950500000000005,-35.77095,-29.626649999999998,-20.78255,-41.852050000000006,-35.59395,-29.709200000000003,-20.8479,0.63395,9045.88955,0.27380000000000004,110.94225,402.78115,0.68745,0.9084,1234.8121999999998,0.99825,0.0814,0.04955,0.0774,1.65495,1.0608499999999998,0.64675,0.13295,0.06305,0.061149999999999996,2.09255,2.1951,1.0318,0.15965000000000001,0.11355000000000001,0.0785,1.39885,2.0220000000000002,1.4474,1.4757500000000001,1.7102,18.0,0.70635,2.3674,15.3528,1.4464,0.547,0.0761,0.9515,0.0827,0.08145,-0.2993,0.9,0.9,0.0909,0.8182,0.121,0.121,0.9995,0.16499999999999998
20,1,989.4754685272596,0.9495,0.96135,0.96305,0.9652499999999999,0.95085,0.96195,0.9633,0.9652000000000001,-12.79785,-9.7829,-9.35385,-8.8021,-12.485299999999999,-9.6548,-9.3172,-8.8355,0.16725,14177876756.5293,476929.28115,100032763.37130001,190.0894,0.6757,0.49319999999999997,391.24005,1.0,0.1,0.0561,0.1,1.7817,1.0,0.5612,0.25,0.092,0.08299999999999999,2.7174,3.0122,1.1094,0.3577,0.08654999999999999,0.03365,4.099550000000001,10.54555,2.53895,1.61395,2.3887,18.0,0.7688,8.6537,32547116.0553,7.8729,0.5624,0.0581,0.94125,0.06509999999999999,0.09605,-0.30765,0.9,0.9,0.0909,0.9091,0.11985000000000001,0.11985000000000001,1.0,0.13019999999999998
21,1,197.81140258590585,0.92815,0.9440500000000001,0.94525,0.9494,0.92885,0.94545,0.94495,0.9495499999999999,-18.1949,-14.1698,-13.87255,-12.8167,-18.05175,-13.843,-13.970849999999999,-12.810099999999998,0.7100500000000001,6001663962.4485,241950.5907,87374021.52605,356.8949,0.89865,0.81305,333.88695,1.0,0.10005,0.0416,0.1012,2.4184,0.9901,0.4094,0.253,0.0563,0.1511,4.4691,1.65665,0.3664,0.0799,0.07844999999999999,0.07555,1.01565,1.03695,1.0376,1.5625,2.0197,17.0,0.75225,8.1932,9596156.71065,7.34235,0.54745,0.07125000000000001,0.9425,0.07345,0.09395,-0.25965,0.9,0.9,0.0909,0.8182,0.11965,0.11965,1.0,0.16849999999999998
22,1,50.85346964729047,0.87645,0.88815,0.897,0.9154,0.87705,0.8876999999999999,0.8976500000000001,0.9151,-31.2994,-28.334600000000002,-26.0883,-21.43225,-31.20135,-28.503999999999998,-25.977800000000002,-21.537300000000002,0.34725,3562437.1029000003,200.1438,84439.8225,414.06435,0.44494999999999996,0.599,495.331,0.9162,0.1007,0.0712,0.1022,1.41185,0.9843,0.6996,0.2157,0.0939,0.08285000000000001,2.3152999999999997,2.6167,1.1199,0.18075,0.13135,0.0986,1.3748999999999998,1.85005,1.33305,4.2751,22.065350000000002,49.5,0.61005,5.6907,243.9986,3.7788000000000004,0.5523499999999999,0.0727,0.95085,0.0673,0.0837,-0.2052,0.9,0.9,0.0909,0.9091,0.11935,0.11935,1.0,0.1466
23,1,329.4574747107131,0.7932,0.8291999999999999,0.8545,0.89095,0.79095,0.82775,0.8531,0.8895500000000001,-52.3885,-43.26365,-36.8655,-27.624899999999997,-53.05275,-43.70235,-37.2845,-28.044249999999998,0.49385,6924.6898,0.5125500000000001,34.690250000000006,68.07185,0.6078,0.8420000000000001,11.81555,0.97855,0.1101,0.05455,0.10239999999999999,2.0115499999999997,1.07735,0.52675,0.21145,0.11610000000000001,0.12680000000000002,1.83075,1.63545,0.9159,0.21225,0.1283,0.12245,1.64095,1.7281,1.0524,1.1288,0.95305,4.0,0.8109,1.9269,7.6893,1.1862,0.5521,0.10200000000000001,0.96105,0.09305,0.0707,-0.3532,0.9,0.9,0.0909,0.9091,0.12145,0.12145,0.9969,0.15695
24,1,127.70813595433151,0.72495,0.76825,0.80845,0.8737,0.71715,0.7626,0.8041499999999999,0.87265,-69.67920000000001,-58.7048,-48.519149999999996,-31.99575,-71.76885,-60.2709,-49.708749999999995,-32.32025,0.5496000000000001,3083.1903,0.12190000000000001,4.3842,35.36395,0.8511,0.5818000000000001,12.57215,0.88775,0.10705,0.0759,0.1041,1.41215,1.0306,0.73065,0.1956,0.11695,0.16595,1.6806999999999999,1.1908500000000002,0.70895,0.10975,0.0877,0.10025,1.25515,1.0877,0.87695,2.6634,7.1783,6.5,0.76305,1.3664,0.2914,-0.1151,0.543,0.0989,0.96045,0.0924,0.0697,-0.2125,0.9,0.9,0.0909,0.9091,0.12175,0.12175,0.9418,0.16060000000000002
25,1,202.09384428579347,0.88385,0.9008,0.9160999999999999,0.9391,0.88,0.8987499999999999,0.9139999999999999,0.93735,-29.42595,-25.128349999999998,-21.26405,-15.43605,-30.4608,-25.69965,-21.838250000000002,-15.893699999999999,0.0077,3018.1441,0.0171,0.3106,17.35005,0.8068,0.19765,57.7765,0.9955,0.1,0.0652,0.1,1.5326,1.0,0.6525,0.25,0.1051,0.1426,2.3781499999999998,1.75285,0.72965,0.47465,0.0817,0.1284,5.83315,3.71435,0.63485,1.9135,4.65845,7.0,0.795,0.9259,0.6092,0.1051,0.5484,0.08424999999999999,0.9545,0.0793,0.0792,-0.32665,0.9,0.9,0.7273,0.9091,0.12079999999999999,0.12079999999999999,0.7214,0.1111
26,1,100.17481068285406,0.7576,0.83755,0.8921,0.9372,0.75755,0.83635,0.8908,0.93625,-61.40405,-41.153999999999996,-27.3365,-15.91515,-61.5381,-41.5369,-27.7193,-16.18055,0.36295,3498.0107,0.12085,5.4581,47.08485,0.57395,0.45545,7.4540500000000005,0.70765,0.057300000000000004,0.05015,0.0539,1.1531500000000001,1.0756000000000001,0.92955,0.2052,0.1619,0.1875,1.2675,1.0986,0.8624499999999999,0.3165,0.1622,0.1768,1.9505499999999998,1.7961,0.91295,2.5659,7.6808,9.0,0.7676499999999999,1.6066,1.1616,0.4454,0.5640499999999999,0.08345,0.95005,0.08185,0.08274999999999999,-0.26985,0.9,0.9,0.0909,0.9091,0.12,0.12,0.96755,0.1466
27,1,370.70263345234275,0.8601000000000001,0.87385,0.90435,0.9472499999999999,0.85675,0.8706499999999999,0.90175,0.94695,-35.44535,-31.947699999999998,-24.2393,-13.373650000000001,-36.3518,-32.83669999999999,-24.935200000000002,-13.4748,0.35175,9115.05675,6.058199999999999,42.66585,6.716200000000001,0.7220500000000001,0.46585,79.97985,0.8714,0.0626,0.0512,0.0586,1.24505,1.0682,0.86485,0.1296,0.0983,0.10325000000000001,1.3366500000000001,1.26105,0.9416500000000001,0.22605,0.13745000000000002,0.12455,1.6548500000000002,1.81725,1.11135,2.23155,6.519299999999999,12.0,0.7464,2.3073,10.1393,1.3664,0.54165,0.0716,0.94635,0.0748,0.08695,-0.2938,0.9,0.9,0.0909,0.9091,0.1218,0.1218,0.9993,0.1463
28,1,522.3674271357017,1.0079,0.9979,0.9887999999999999,0.9779,1.01965,1.0027,0.9915499999999999,0.97895,1.9968499999999998,-0.52955,-2.8461999999999996,-5.5982,4.985849999999999,0.67935,-2.1449999999999996,-5.3504,0.10200000000000001,10158.22195,3.9461,30.5627,7.73565,0.1454,0.10725000000000001,6.50865,0.16135,0.09670000000000001,0.067,0.09445,1.44345,1.04095,0.7204999999999999,0.1363,0.1009,0.12575,1.3497,1.0863,0.8139000000000001,0.10830000000000001,0.08215,0.08775,1.3186,1.2355,0.9237,45.38825,2680.3498499999996,4.5,0.81105,2.0871,8.4319,1.2062,0.5456,0.060050000000000006,0.93805,0.07344999999999999,0.09705,-0.1131,0.9,0.9,0.0909,0.9091,0.12040000000000001,0.12040000000000001,0.99985,0.11975
29,1,625.5396720461961,0.96925,0.98725,0.99105,0.99375,0.96945,0.989,0.9914499999999999,0.9941,-7.79345,-3.23085,-2.27105,-1.5864500000000001,-7.752599999999999,-2.7828999999999997,-2.17345,-1.4901,0.58765,880976731.9168,96004.25425,6879538.41525,71.5543,0.80135,0.6075,13.974699999999999,0.85485,0.06825,0.05495,0.0683,1.23235,0.9982500000000001,0.8087500000000001,0.1142,0.0887,0.1054,1.27935,1.0849000000000002,0.84165,0.1431,0.10545,0.1179,1.3633,1.21485,0.8984,2.33365,7.81025,6.5,0.77185,7.3724,1233363.4979,6.4314,0.5309999999999999,0.0584,0.92755,0.09555,0.10694999999999999,-0.28905000000000003,0.9,0.9,0.0909,0.8182,0.1201,0.1201,1.0,0.16185
30,1,1199.6193973075392,0.9029,0.92305,0.9391,0.96285,0.90005,0.9217500000000001,0.94015,0.96285,-24.60285,-19.50065,-15.42365,-9.4116,-25.374699999999997,-19.8643,-15.1842,-9.4337,0.5519000000000001,170755984.08015,174570.67320000002,2064877.55065,12.19255,0.78685,0.5820000000000001,31.08495,0.88205,0.103,0.04825,0.101,2.16295,1.02655,0.47935,0.14985,0.0977,0.129,1.5362,1.15555,0.74855,0.1249,0.1136,0.11455,1.0911,1.0865,0.99475,2.937,12.020199999999999,13.0,0.7353,6.8519,234622.8848,5.7608,0.54395,0.06225,0.9336,0.0741,0.10064999999999999,-0.2348,0.9,0.9,0.0909,0.8182,0.12145,0.12145,1.0,0.16105
