f_id,i_id,precision,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
13,1,216.78872546257998,0.68675,0.7499,0.8008500000000001,0.8723,0.68425,0.74735,0.79895,0.8713500000000001,-79.35615,-63.3701,-50.44225,-32.3531,-80.14435,-64.12305,-51.02045,-32.650400000000005,0.35,1012.6309,0.18295,6.462,36.4387,0.6285499999999999,0.46215,4.30125,0.7951999999999999,0.0949,0.06420000000000001,0.0877,1.4903,1.0769,0.7274,0.1943,0.1139,0.15965,1.6886999999999999,1.20865,0.71685,0.2352,0.14005,0.18330000000000002,1.6848999999999998,1.29315,0.77,6.91805,121.36155,4.0,0.79575,1.5265,1.4297499999999999,0.4655,0.5447,0.11574999999999999,0.9649,0.10765,0.0639,-0.25715,0.9,0.9,0.0909,0.9091,0.1199,0.1199,0.97415,0.14655
14,1,1554.767357257649,0.963,0.9695,0.9757,0.9834,0.96365,0.96835,0.97565,0.98335,-9.3845,-7.727600000000001,-6.14985,-4.2129,-9.2243,-8.0334,-6.18155,-4.226,0.0253,4108.9072,0.0423,1.03295,28.185000000000002,0.0259,0.043399999999999994,19.93325,0.05075,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2501,0.2501,0.9995,0.9995,0.99975,0.45130000000000003,0.4481,0.45325000000000004,1.00705,0.99365,0.9867,-0.018099999999999998,-0.04385,1.0,0.8709,1.4364,4.4223,0.8659,0.6656,0.05185,0.91505,0.0486,0.1202,-0.61625,0.9,0.9,0.0909,0.9091,0.1198,0.1198,0.92125,0.11175
15,1,1214.8168925247144,0.95465,0.9632499999999999,0.97175,0.98115,0.9553,0.9634,0.97115,0.98095,-11.4942,-9.3073,-7.15745,-4.77075,-11.34905,-9.28495,-7.31705,-4.82595,0.016399999999999998,4267.8363,0.0273,1.0949499999999999,38.77675,0.021150000000000002,0.0257,7.286099999999999,0.0311,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2501,0.25,0.9995,1.0,1.0,0.46125,0.4582,0.46330000000000005,1.0094,0.9912000000000001,0.98535,-0.00785,-0.06914999999999999,1.0,0.8704000000000001,1.4264,4.4223,0.8659,0.66475,0.05425,0.9157,0.0543,0.11945,-0.6162,0.9,0.9,0.0909,0.9091,0.12015,0.12015,0.9212,0.1108
16,1,0.06088274473283661,0.99925,1.0012,0.99965,0.9998,1.0005,1.0014500000000002,0.99985,0.99965,-0.19415,0.3022,-0.0955,-0.0391,0.1314,0.3578,-0.0374,-0.086,-0.0001,216.2058,0.0001,0.0022,14.10815,-0.00039999999999999996,-0.00035,27.7057,-0.0009,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.4992,0.49955,0.5007,0.99625,0.99715,0.998,0.5131,-0.12490000000000001,1.0,0.8714500000000001,-0.5355,0.0461,-1.0961,0.66775,0.0463,0.91135,0.05655,0.12365000000000001,-0.57085,0.9,0.9,0.8182,0.9091,0.12079999999999999,0.12079999999999999,0.12065000000000001,0.10985
17,1,130.77369397151284,0.6230500000000001,0.6853,0.7383500000000001,0.81925,0.6273500000000001,0.68995,0.7431,0.8237,-95.50280000000001,-79.73015000000001,-66.297,-45.7915,-94.5741,-78.67895,-65.2031,-44.762299999999996,0.4314,1400.11655,0.20285,2.2804,11.322600000000001,0.44155,0.9949,1.01165,0.99495,0.1039,0.07825,0.1007,1.33095,1.02765,0.7763,0.22310000000000002,0.1407,0.2026,1.57995,1.0960999999999999,0.6978500000000001,0.266,0.16444999999999999,0.25,1.62175,1.073,0.6590499999999999,0.4306,0.18059999999999998,1.0,0.84295,0.8859,1.3339,0.3453,0.5569,0.1591,0.9751,0.1318,0.05105,-0.45120000000000005,0.9,0.9,0.5455,0.9091,0.12010000000000001,0.12010000000000001,0.78415,0.1528
18,1,83.3611447317304,0.62645,0.68885,0.74165,0.8217,0.6302000000000001,0.6932499999999999,0.74625,0.82635,-94.64345,-78.83795,-65.44775,-45.168800000000005,-93.8463,-77.85390000000001,-64.41255,-44.0664,0.41645,1500.0743499999999,0.20340000000000003,2.24255,10.6135,0.4264,0.9947,1.01185,0.9948,0.1036,0.079,0.1015,1.30925,1.0222,0.78295,0.2237,0.14300000000000002,0.20295000000000002,1.5729,1.1058,0.7048,0.2704,0.1671,0.25195,1.6077,1.0744500000000001,0.66145,0.4188,0.18080000000000002,1.0,0.84475,0.8859,1.3339,0.3453,0.5587,0.14684999999999998,0.9746,0.13415,0.051449999999999996,-0.4508,0.9,0.9,0.5455,0.9091,0.12054999999999999,0.12054999999999999,0.7838,0.15485
19,1,1.0262619848245436,0.6649,0.73245,0.78525,0.8583000000000001,0.6639,0.73315,0.78535,0.8587,-84.90185,-67.78195,-54.40445,-35.9033,-85.3034,-67.71764999999999,-54.4788,-35.858850000000004,0.4087,19636205.4185,3263.9214,158741.6248,48.48395,0.43635,0.7638499999999999,39.52585,0.9463,0.09135,0.0691,0.0865,1.31685,1.05275,0.7983,0.19665,0.14595000000000002,0.17915,1.35675,1.1026,0.8119,0.2664,0.19255,0.22999999999999998,1.3745500000000002,1.14825,0.8351,1.60785,2.95765,13.0,0.79125,5.8509,53669.7695,5.0701,0.5792999999999999,0.1068,0.96345,0.0987,0.0661,-0.388,0.9,0.9,0.0909,0.9091,0.1196,0.1196,1.0,0.1511
21,1,400.1938672186129,0.6708000000000001,0.7314499999999999,0.7819,0.85465,0.66655,0.73065,0.782,0.8561000000000001,-83.39789999999999,-68.0368,-55.253299999999996,-36.8228,-84.608,-68.35005,-55.32415,-36.5108,0.00165,510937938.62215006,3343442.3714,15197687.20405,5.7592,0.0169,0.0028,17.266750000000002,0.04195,0.1041,0.075,0.1015,1.3915000000000002,1.02555,0.7375,0.244,0.1335,0.1863,1.83245,1.3037999999999998,0.7150000000000001,0.26444999999999996,0.1362,0.17845,1.97295,1.4758499999999999,0.7596,85.2512,7448.4962,5.5,0.8213999999999999,2.57755,5.5686,1.026,0.5487500000000001,0.12525,0.9689,0.1116,0.059050000000000005,-0.01075,0.9,0.9,0.0909,0.9091,0.12095,0.12095,1.0,0.11
22,1,2825.36657744851,0.9845,0.9834499999999999,0.9844999999999999,0.9868,0.9856,0.98525,0.98485,0.9869,-3.9361499999999996,-4.19115,-3.9261500000000003,-3.3402,-3.6527000000000003,-3.74395,-3.83915,-3.3272500000000003,0.05,5060.4377,0.05545,1.2657,21.5308,0.0542,0.058050000000000004,17.93245,0.07089999999999999,0.1,0.1,0.1,1.0,1.0,1.0,0.2501,0.25115,0.2507,0.9965,0.998,1.00175,0.42935,0.4299,0.43274999999999997,1.001,0.992,0.99545,-0.040499999999999994,0.11275,1.0,0.8696,1.3664,3.6776,0.7858,0.66665,0.049049999999999996,0.91575,0.05345,0.1192,-0.6126,0.9,0.9,0.1818,0.9091,0.12040000000000001,0.12040000000000001,0.8944,0.11545
23,1,2102.830337907007,0.98515,0.9868,0.98515,0.98715,0.9855,0.98705,0.98475,0.987,-3.7639500000000004,-3.34035,-3.75825,-3.2609500000000002,-3.6790000000000003,-3.2794499999999998,-3.8681,-3.2904,0.03685,5211.6588,0.0266,1.01125,36.6877,0.04575,0.041550000000000004,15.791249999999998,0.052500000000000005,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2511,0.25045,0.9955,0.998,1.0027499999999998,0.44125000000000003,0.4378,0.4435,1.0051,0.99505,0.98865,-0.03295,0.2102,1.0,0.8685,1.3664,3.5119,0.7858,0.6637500000000001,0.0498,0.91465,0.055349999999999996,0.1204,-0.6114999999999999,0.9,0.9,0.1818,0.9091,0.11875,0.11875,0.89095,0.11295
24,1,301.67847020036686,0.80995,0.8512500000000001,0.8855999999999999,0.94285,0.80705,0.84955,0.88415,0.9430499999999999,-48.15215,-37.6883,-28.9866,-14.4741,-48.955299999999994,-38.183800000000005,-29.401,-14.4557,0.41659999999999997,1694.5972,0.26415,1.88075,7.05375,0.65405,0.44889999999999997,13.575199999999999,0.7337,0.0397,0.0288,0.0375,1.36895,1.0567,0.7618499999999999,0.0723,0.0694,0.07465,1.04,0.95435,0.9169,0.22144999999999998,0.1444,0.16720000000000002,1.54055,1.32275,0.8483,0.45809999999999995,1.08825,7.0,0.8206,0.8659,0.9225,0.2152,0.56985,0.07605,0.9441,0.08435,0.0887,-0.39355,0.9,0.9,0.6364,0.9091,0.1189,0.1189,0.7084,0.1529
25,1,278.4248036733901,0.88785,0.9047000000000001,0.9233,0.95545,0.8852500000000001,0.90265,0.9221,0.9551,-28.4187,-24.147199999999998,-19.4318,-11.294599999999999,-29.12745,-24.70955,-19.771349999999998,-11.39705,0.6258,1433.3009000000002,0.047299999999999995,0.628,12.6039,0.74395,0.63815,22.2428,0.79505,0.061,0.055749999999999994,0.06215,1.0821999999999998,0.9823999999999999,0.9064,0.06175,0.060950000000000004,0.067,1.01755,0.9229,0.9166000000000001,0.0791,0.0696,0.0765,1.15055,1.03915,0.91315,2.2291,8.9247,5.0,0.79,0.3854,0.1271,-0.5756,0.5444,0.0619,0.93745,0.07235,0.09775,-0.2952,0.9,0.9,0.8182,0.8182,0.12115000000000001,0.12115000000000001,0.224,0.1666
26,1,400.0995676204909,0.9517500000000001,0.93355,0.95655,0.9889,0.9674,0.93615,0.95855,0.9902,-12.22505,-16.832349999999998,-11.0001,-2.8106,-8.27035,-16.21015,-10.52035,-2.4817,0.3879,35388.48605,7.4148,257.67560000000003,37.2298,0.621,0.41505000000000003,30.7808,0.69415,0.09045,0.07214999999999999,0.0874,1.24315,1.0333999999999999,0.83635,0.164,0.11,0.14035,1.48665,1.17305,0.7848999999999999,0.21715,0.13275,0.1461,1.62805,1.4837500000000001,0.9099,1.7166000000000001,3.5153499999999998,17.5,0.7015,3.1481,104.02369999999999,2.2472,0.5482,0.0694,0.94245,0.0805,0.09125,-0.2996,0.9,0.9,0.0909,0.9091,0.1196,0.1196,1.0,0.1488
27,1,400.00000000000205,0.75715,0.80435,0.837,0.8823,0.7561500000000001,0.80245,0.83575,0.8818,-61.51805,-49.565349999999995,-41.2909,-29.817,-61.897549999999995,-50.1298,-41.695949999999996,-29.9974,0.12845,4655.42705,0.84825,12.850449999999999,16.0168,0.19685000000000002,0.17185,6.4011,0.2692,0.05395,0.0427,0.052250000000000005,1.2843499999999999,1.04955,0.8249500000000001,0.11465,0.0872,0.10915,1.3102999999999998,1.0685,0.8016,0.1955,0.14145,0.18105,1.40195,1.0853000000000002,0.77345,19.270400000000002,591.6729,1.0,0.82365,1.6066,4.0328,0.8659,0.5454,0.1009,0.9636,0.10825,0.0676,-0.1991,0.9,0.9,0.0909,0.9091,0.1204,0.1204,0.99625,0.12445
28,1,1158.7435346525958,0.66745,0.7255,0.7742500000000001,0.85335,0.6636500000000001,0.7254499999999999,0.7764,0.85575,-84.2461,-69.53455,-57.193,-37.1488,-85.36365,-69.6691,-56.73725,-36.5961,0.0056500000000000005,2002811.9353999998,2669.3773499999998,48478.5368,18.034599999999998,0.0363,0.0093,26.34055,0.0784,0.0959,0.0685,0.0895,1.39135,1.0698,0.7676499999999999,0.18905,0.12705,0.1647,1.4720499999999999,1.14365,0.76485,0.23775000000000002,0.1626,0.1935,1.44745,1.22355,0.8392,57.0807,3653.5474000000004,19.0,0.79145,5.2803,4.6309,1.006,0.55255,0.1121,0.96535,0.10619999999999999,0.06305,-0.0204,0.9,0.9,0.0909,0.9091,0.11915,0.11915,1.0,0.10919999999999999
